co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
0.6,87,143,18,43,32,86,贵阳,2015-04-15,良
0.8,140,129,19,58,47,95,贵阳,2015-04-16,良
0.6,86,116,8,52,20,72,贵阳,2015-04-17,良
0.6,75,131,9,49,20,76,贵阳,2015-04-18,良
0.5,77,98,11,33,16,64,贵阳,2015-04-19,良
0.5,49,94,12,29,17,49,贵阳,2015-04-20,优
0.6,61,84,18,35,23,55,贵阳,2015-04-21,良
0.5,54,67,11,35,23,52,贵阳,2015-04-22,良
0.5,62,61,15,41,29,57,贵阳,2015-04-23,良
0.6,64,43,11,47,28,65,贵阳,2015-04-24,良
0.8,81,82,15,52,37,71,贵阳,2015-04-25,良
0.8,91,52,14,56,46,76,贵阳,2015-04-26,良
0.8,65,41,11,46,35,63,贵阳,2015-04-27,良
0.7,65,105,11,47,28,66,贵阳,2015-04-28,良
0.8,87,96,15,50,35,69,贵阳,2015-04-29,良
0.6,43,85,9,27,29,43,贵阳,2015-04-30,优
0.6,44,119,11,24,21,66,贵阳,2015-05-01,良
0.5,50,133,19,21,24,78,贵阳,2015-05-02,良
0.6,56,104,11,35,24,53,贵阳,2015-05-03,良
0.5,53,78,9,35,18,51,贵阳,2015-05-04,良
0.6,53,61,11,31,22,51,贵阳,2015-05-05,良
0.6,63,112,13,38,26,60,贵阳,2015-05-06,良
0.7,67,86,9,41,32,58,贵阳,2015-05-07,良
0.4,34,113,7,17,26,61,贵阳,2015-05-08,良
0.7,74,104,12,38,42,62,贵阳,2015-05-09,良
0.6,39,100,8,23,28,50,贵阳,2015-05-10,优
0.5,50,98,7,27,19,50,贵阳,2015-05-11,优
0.5,59,92,11,27,34,55,贵阳,2015-05-12,良
0.5,48,79,8,24,22,48,贵阳,2015-05-13,优
0.6,46,96,7,24,20,48,贵阳,2015-05-14,优
0.6,49,96,7,32,20,49,贵阳,2015-05-15,优
0.5,54,101,11,36,19,52,贵阳,2015-05-16,良
0.7,77,78,9,53,26,72,贵阳,2015-05-17,良
0.6,36,113,9,23,21,61,贵阳,2015-05-18,良
0.6,57,96,9,33,31,54,贵阳,2015-05-19,良
0.5,27,74,7,17,14,37,贵阳,2015-05-20,优
0.7,77,75,11,55,19,75,贵阳,2015-05-21,良
0.7,46,65,11,34,20,49,贵阳,2015-05-22,优
0.5,30,89,10,20,20,45,贵阳,2015-05-23,优
0.7,74,110,17,44,38,62,贵阳,2015-05-24,良
0.7,48,79,10,27,21,48,贵阳,2015-05-25,优
0.7,61,85,8,35,18,55,贵阳,2015-05-26,良
0.7,47,60,8,28,18,47,贵阳,2015-05-27,优
0.7,70,100,9,37,25,60,贵阳,2015-05-28,良
0.6,48,89,8,24,17,48,贵阳,2015-05-29,优
0.6,32,79,9,18,20,40,贵阳,2015-05-30,优
0.7,43,74,8,25,25,43,贵阳,2015-05-31,优
0.6,44,80,7,24,21,44,贵阳,2015-06-01,优
0.7,46,87,6,24,19,46,贵阳,2015-06-02,优
0.7,37,68,7,23,22,37,贵阳,2015-06-03,优
0.8,32,53,8,20,23,32,贵阳,2015-06-04,优
0.8,28,55,10,15,24,28,贵阳,2015-06-05,优
0.9,46,46,11,21,32,46,贵阳,2015-06-06,优
0.8,35,57,9,19,24,35,贵阳,2015-06-07,优
0.6,30,77,9,18,17,39,贵阳,2015-06-08,优
0.8,62,91,13,34,33,56,贵阳,2015-06-09,良
0.8,46,54,8,23,29,46,贵阳,2015-06-10,优
0.7,65,121,7,38,23,68,贵阳,2015-06-11,良
0.5,60,89,11,28,28,55,贵阳,2015-06-12,良
0.5,41,91,8,23,22,46,贵阳,2015-06-13,优
0.7,66,104,15,38,32,58,贵阳,2015-06-14,良
0.6,42,71,10,19,25,42,贵阳,2015-06-15,优
0.4,28,62,6,10,13,31,贵阳,2015-06-16,优
0.6,40,74,8,20,17,40,贵阳,2015-06-17,优
0.7,30,59,6,20,22,30,贵阳,2015-06-18,优
0.7,37,52,7,23,19,37,贵阳,2015-06-19,优
0.6,24,47,5,17,21,24,贵阳,2015-06-20,优
0.7,23,65,6,13,19,33,贵阳,2015-06-21,优
0.7,26,46,6,15,24,26,贵阳,2015-06-22,优
0.6,39,61,9,21,24,39,贵阳,2015-06-23,优
0.6,29,54,8,14,22,29,贵阳,2015-06-24,优
0.5,25,51,6,12,21,26,贵阳,2015-06-25,优
0.5,21,47,4,10,16,24,贵阳,2015-06-26,优
0.4,28,64,5,13,11,32,贵阳,2015-06-27,优
0.5,30,70,5,13,12,35,贵阳,2015-06-28,优
0.5,35,70,6,16,16,35,贵阳,2015-06-29,优
0.5,42,86,6,20,19,43,贵阳,2015-06-30,优
0.6,33,72,7,16,18,36,贵阳,2015-07-01,优
0.8,62,56,12,32,32,56,贵阳,2015-07-02,良
0.6,46,61,9,26,24,46,贵阳,2015-07-03,优
0.5,25,65,7,16,17,33,贵阳,2015-07-04,优
0.4,30,66,8,21,19,33,贵阳,2015-07-05,优
0.5,39,92,8,25,23,46,贵阳,2015-07-06,优
0.5,58,122,7,30,30,68,贵阳,2015-07-07,良
0.4,63,137,7,34,23,81,贵阳,2015-07-08,良
0.5,66,117,6,44,18,64,贵阳,2015-07-09,良
0.6,86,119,8,56,26,76,贵阳,2015-07-10,良
0.4,48,85,6,27,17,48,贵阳,2015-07-11,优
0.5,57,94,11,28,26,53,贵阳,2015-07-12,良
0.6,58,85,12,27,27,54,贵阳,2015-07-13,良
0.6,55,77,10,29,27,53,贵阳,2015-07-14,良
0.5,33,109,8,20,19,58,贵阳,2015-07-15,良
0.6,53,128,10,30,25,73,贵阳,2015-07-16,良
0.6,57,117,7,29,30,64,贵阳,2015-07-17,良
0.6,67,116,8,34,31,63,贵阳,2015-07-18,良
0.6,75,99,8,42,29,63,贵阳,2015-07-19,良
0.6,69,131,7,37,28,76,贵阳,2015-07-20,良
0.8,86,137,10,45,38,81,贵阳,2015-07-21,良
0.8,47,68,5,29,30,47,贵阳,2015-07-22,优
0.6,35,100,7,20,20,50,贵阳,2015-07-23,优
0.6,48,111,7,28,26,60,贵阳,2015-07-24,良
0.9,76,102,13,42,48,63,贵阳,2015-07-25,良
0.8,73,141,13,43,36,85,贵阳,2015-07-26,良
0.6,73,152,13,40,33,94,贵阳,2015-07-27,良
0.5,20,88,8,9,21,44,贵阳,2015-07-28,优
0.4,18,42,7,9,22,28,贵阳,2015-07-29,优
0.5,23,55,7,12,22,28,贵阳,2015-07-30,优
0.5,26,40,7,11,22,28,贵阳,2015-07-31,优
0.5,22,54,7,11,19,27,贵阳,2015-08-01,优
0.4,21,52,7,11,16,26,贵阳,2015-08-02,优
0.4,19,45,7,8,16,23,贵阳,2015-08-03,优
0.4,17,36,6,8,17,22,贵阳,2015-08-04,优
0.5,19,33,6,9,21,27,贵阳,2015-08-05,优
0.6,35,61,10,17,25,35,贵阳,2015-08-06,优
0.7,55,81,11,25,27,53,贵阳,2015-08-07,良
0.6,56,92,8,33,24,53,贵阳,2015-08-08,良
0.5,60,100,8,39,18,55,贵阳,2015-08-09,良
0.6,58,98,12,36,25,54,贵阳,2015-08-10,良
0.7,75,83,13,40,33,63,贵阳,2015-08-11,良
0.6,26,69,5,16,28,35,贵阳,2015-08-12,优
0.6,36,120,9,21,25,67,贵阳,2015-08-13,良
0.6,44,124,9,23,27,70,贵阳,2015-08-14,良
0.6,41,91,6,23,27,46,贵阳,2015-08-15,优
0.6,42,66,6,22,26,42,贵阳,2015-08-16,优
0.5,32,49,7,16,21,32,贵阳,2015-08-17,优
0.6,24,45,6,14,28,35,贵阳,2015-08-18,优
0.5,17,88,7,9,17,44,贵阳,2015-08-19,优
0.5,34,111,9,18,22,60,贵阳,2015-08-20,良
0.7,72,137,12,41,36,81,贵阳,2015-08-21,良
0.8,91,128,13,46,42,74,贵阳,2015-08-22,良
0.8,102,152,13,52,46,94,贵阳,2015-08-23,良
0.8,93,79,11,55,49,75,贵阳,2015-08-24,良
0.7,56,65,6,44,35,62,贵阳,2015-08-25,良
0.7,57,67,7,44,30,62,贵阳,2015-08-26,良
0.9,41,48,7,32,33,46,贵阳,2015-08-27,优
0.7,14,72,5,9,19,36,贵阳,2015-08-28,优
0.7,48,88,8,33,27,48,贵阳,2015-08-29,优
0.7,61,132,7,41,29,77,贵阳,2015-08-30,良
0.7,72,122,8,45,30,69,贵阳,2015-08-31,良
0.7,75,130,8,50,29,75,贵阳,2015-09-01,良
0.7,86,120,7,61,25,83,贵阳,2015-09-02,良
0.7,50,86,7,36,24,52,贵阳,2015-09-03,良
0.5,20,56,7,9,17,28,贵阳,2015-09-04,优
0.5,26,54,8,13,19,27,贵阳,2015-09-05,优
0.6,34,61,13,18,25,34,贵阳,2015-09-06,优
0.6,28,56,6,18,20,28,贵阳,2015-09-07,优
0.6,39,55,7,22,28,39,贵阳,2015-09-08,优
0.6,36,48,7,22,27,36,贵阳,2015-09-09,优
0.6,29,61,7,17,25,32,贵阳,2015-09-10,优
0.6,31,51,7,17,23,31,贵阳,2015-09-11,优
0.4,19,74,6,11,17,37,贵阳,2015-09-12,优
0.4,48,101,8,31,21,51,贵阳,2015-09-13,良
0.5,63,119,13,41,24,66,贵阳,2015-09-14,良
0.5,69,88,10,47,25,65,贵阳,2015-09-15,良
0.6,66,91,10,43,30,60,贵阳,2015-09-16,良
0.8,80,52,11,56,45,77,贵阳,2015-09-17,良
0.7,38,42,7,24,29,38,贵阳,2015-09-18,优
0.7,44,56,8,28,27,44,贵阳,2015-09-19,优
0.7,34,58,6,22,23,34,贵阳,2015-09-20,优
0.6,52,65,9,36,26,52,贵阳,2015-09-21,良
0.8,35,47,7,22,33,42,贵阳,2015-09-22,优
0.8,42,56,8,27,27,42,贵阳,2015-09-23,优
0.7,32,51,7,19,23,32,贵阳,2015-09-24,优
0.7,36,49,6,23,24,36,贵阳,2015-09-25,优
0.7,34,47,6,22,21,34,贵阳,2015-09-26,优
0.8,47,40,7,31,26,47,贵阳,2015-09-27,优
0.9,38,31,7,23,25,38,贵阳,2015-09-28,优
0.7,53,76,6,35,20,52,贵阳,2015-09-29,良
0.7,64,100,9,39,30,57,贵阳,2015-09-30,良
0.7,43,50,9,24,26,43,贵阳,2015-10-01,优
0.6,37,77,10,20,24,39,贵阳,2015-10-02,优
0.6,45,53,6,33,24,48,贵阳,2015-10-03,优
0.6,78,70,6,60,21,82,贵阳,2015-10-04,良
0.6,24,47,5,19,24,30,贵阳,2015-10-05,优
0.8,43,37,7,24,32,43,贵阳,2015-10-06,优
0.8,46,44,12,27,32,46,贵阳,2015-10-07,优
0.9,62,40,10,38,36,56,贵阳,2015-10-08,良
0.5,42,92,6,35,27,50,贵阳,2015-10-09,优
0.6,38,71,9,28,33,42,贵阳,2015-10-10,优
0.7,59,92,9,37,34,55,贵阳,2015-10-11,良
0.8,87,85,14,45,42,69,贵阳,2015-10-12,良
0.7,82,70,17,44,46,66,贵阳,2015-10-13,良
0.8,89,102,17,48,50,70,贵阳,2015-10-14,良
0.8,106,103,19,58,49,79,贵阳,2015-10-15,良
0.8,103,96,15,55,43,77,贵阳,2015-10-16,良
0.7,81,92,13,47,34,66,贵阳,2015-10-17,良
0.7,74,59,11,56,34,77,贵阳,2015-10-18,良
0.8,90,83,11,65,32,88,贵阳,2015-10-19,良
0.9,95,113,10,61,43,83,贵阳,2015-10-20,良
0.8,99,102,12,59,43,80,贵阳,2015-10-21,良
0.7,99,111,13,60,40,82,贵阳,2015-10-22,良
0.7,99,103,15,63,38,85,贵阳,2015-10-23,良
0.6,76,93,13,47,29,65,贵阳,2015-10-24,良
0.5,68,90,12,41,27,59,贵阳,2015-10-25,良
0.6,73,93,12,43,32,62,贵阳,2015-10-26,良
0.8,57,71,10,38,27,54,贵阳,2015-10-27,良
0.6,61,79,10,37,28,56,贵阳,2015-10-28,良
0.6,78,80,13,41,24,64,贵阳,2015-10-29,良
0.5,34,62,5,22,15,34,贵阳,2015-10-30,优
0.6,62,68,6,47,21,65,贵阳,2015-10-31,良
0.8,79,47,11,57,30,78,贵阳,2015-11-01,良
0.8,70,50,15,42,33,60,贵阳,2015-11-02,良
0.7,57,50,13,34,31,54,贵阳,2015-11-03,良
0.7,46,34,10,30,31,46,贵阳,2015-11-04,优
0.5,48,58,8,27,21,48,贵阳,2015-11-05,优
0.5,50,62,8,23,20,50,贵阳,2015-11-06,优
0.5,45,61,8,24,25,45,贵阳,2015-11-07,优
0.7,75,91,12,45,27,63,贵阳,2015-11-08,良
0.7,77,57,9,45,28,64,贵阳,2015-11-09,良
0.8,70,28,9,41,27,60,贵阳,2015-11-10,良
1.0,39,24,6,26,24,39,贵阳,2015-11-11,优
1.1,28,21,9,18,22,28,贵阳,2015-11-12,优
1.1,50,30,14,28,25,50,贵阳,2015-11-13,优
0.7,39,37,14,22,23,39,贵阳,2015-11-14,优
0.9,46,48,16,25,29,46,贵阳,2015-11-15,优
0.9,52,22,12,32,25,51,贵阳,2015-11-16,良
0.9,57,19,13,31,21,54,贵阳,2015-11-17,良
1.0,65,22,14,34,24,58,贵阳,2015-11-18,良
1.1,70,30,16,40,30,60,贵阳,2015-11-19,良
1.1,61,41,16,36,28,56,贵阳,2015-11-20,良
0.7,49,57,14,24,28,49,贵阳,2015-11-21,优
0.5,39,58,13,17,28,39,贵阳,2015-11-22,优
0.5,49,71,12,23,26,49,贵阳,2015-11-23,优
0.6,60,70,12,36,24,55,贵阳,2015-11-24,良
1.1,60,31,18,35,27,55,贵阳,2015-11-25,良
0.8,59,61,23,32,36,55,贵阳,2015-11-26,良
0.7,56,51,17,32,29,53,贵阳,2015-11-27,良
0.8,57,21,16,37,27,54,贵阳,2015-11-28,良
1.1,81,61,31,49,44,68,贵阳,2015-11-29,良
1.0,75,27,22,48,38,67,贵阳,2015-11-30,良
1.0,44,12,16,30,28,44,贵阳,2015-12-01,优
0.7,50,75,17,28,21,50,贵阳,2015-12-02,优
0.6,81,69,24,37,24,66,贵阳,2015-12-03,良
0.6,36,53,12,20,20,36,贵阳,2015-12-04,优
0.8,47,39,22,27,27,47,贵阳,2015-12-05,优
0.7,50,51,23,33,24,50,贵阳,2015-12-06,优
0.8,80,51,34,47,39,65,贵阳,2015-12-07,良
0.6,72,40,24,48,31,67,贵阳,2015-12-08,良
0.7,78,21,29,52,32,72,贵阳,2015-12-09,良
0.8,85,31,36,60,36,82,贵阳,2015-12-10,良
0.6,45,42,18,32,26,46,贵阳,2015-12-11,优
0.7,29,16,15,21,21,30,贵阳,2015-12-12,优
1.0,47,26,24,29,21,47,贵阳,2015-12-13,优
0.9,36,34,18,24,20,36,贵阳,2015-12-14,优
0.6,29,47,20,14,21,29,贵阳,2015-12-15,优
0.5,48,65,24,27,24,48,贵阳,2015-12-16,优
0.5,57,75,25,30,26,54,贵阳,2015-12-17,良
0.5,66,63,29,33,30,58,贵阳,2015-12-18,良
0.6,59,46,19,42,28,59,贵阳,2015-12-19,良
0.9,86,26,50,59,34,80,贵阳,2015-12-20,良
0.7,62,55,25,38,29,56,贵阳,2015-12-21,良
0.8,81,53,29,51,29,70,贵阳,2015-12-22,良
0.8,77,42,23,45,24,64,贵阳,2015-12-23,良
0.6,64,61,22,39,22,57,贵阳,2015-12-24,良
0.6,86,69,30,55,27,75,贵阳,2015-12-25,良
0.9,128,43,47,85,43,113,贵阳,2015-12-26,轻度污染
1.1,136,69,49,88,46,117,贵阳,2015-12-27,轻度污染
0.7,86,65,24,62,27,84,贵阳,2015-12-28,良
0.8,63,60,30,46,29,64,贵阳,2015-12-29,良
0.9,79,42,33,61,35,83,贵阳,2015-12-30,良
0.7,70,74,30,45,32,63,贵阳,2015-12-31,良
0.9,60,47,28,39,36,55,贵阳,2016-01-01,良
1.0,53,15,29,35,32,52,贵阳,2016-01-02,良
1.0,57,48,39,35,35,54,贵阳,2016-01-03,良
1.2,114,53,40,68,39,92,贵阳,2016-01-04,良
1.0,101,68,24,72,35,97,贵阳,2016-01-05,良
1.1,79,32,22,50,29,69,贵阳,2016-01-06,良
1.5,50,22,22,31,24,50,贵阳,2016-01-07,优
1.3,46,28,18,26,26,46,贵阳,2016-01-08,优
1.2,39,24,18,24,25,39,贵阳,2016-01-09,优
1.0,45,29,27,28,25,45,贵阳,2016-01-10,优
0.9,56,44,26,36,30,53,贵阳,2016-01-11,良
0.9,50,40,17,30,26,50,贵阳,2016-01-12,优
1.1,45,34,20,27,25,45,贵阳,2016-01-13,优
1.3,53,27,29,35,27,52,贵阳,2016-01-14,良
1.2,58,47,33,32,34,54,贵阳,2016-01-15,良
1.1,52,46,25,33,31,51,贵阳,2016-01-16,良
0.9,63,98,26,39,31,57,贵阳,2016-01-17,良
1.1,97,43,26,62,37,84,贵阳,2016-01-18,良
0.9,64,54,25,44,34,62,贵阳,2016-01-19,良
1.1,59,33,30,39,32,55,贵阳,2016-01-20,良
1.0,49,37,25,30,25,49,贵阳,2016-01-21,优
0.7,38,54,16,25,21,38,贵阳,2016-01-22,优
0.6,58,92,23,43,14,60,贵阳,2016-01-23,良
0.5,46,93,28,30,16,47,贵阳,2016-01-24,优
0.7,90,70,58,55,33,75,贵阳,2016-01-25,良
0.7,83,58,40,50,35,69,贵阳,2016-01-26,良
0.7,77,56,28,46,30,64,贵阳,2016-01-27,良
0.8,87,43,28,63,26,85,贵阳,2016-01-28,良
0.8,92,63,35,68,33,92,贵阳,2016-01-29,良
0.8,66,48,32,41,29,58,贵阳,2016-01-30,良
0.9,43,39,20,27,28,43,贵阳,2016-01-31,优
1.0,52,64,18,37,18,53,贵阳,2016-02-01,良
1.1,93,76,32,77,23,103,贵阳,2016-02-02,轻度污染
0.9,92,78,41,68,28,92,贵阳,2016-02-03,良
1.0,78,72,32,63,27,85,贵阳,2016-02-04,良
0.9,81,72,28,67,21,90,贵阳,2016-02-05,良
0.9,74,84,36,54,25,74,贵阳,2016-02-06,良
1.2,104,108,93,74,34,99,贵阳,2016-02-07,良
1.1,234,101,95,188,33,238,贵阳,2016-02-08,重度污染
0.7,58,113,38,38,25,61,贵阳,2016-02-09,良
0.6,49,117,21,31,18,65,贵阳,2016-02-10,良
0.6,53,112,16,36,16,60,贵阳,2016-02-11,良
0.6,60,121,18,38,20,68,贵阳,2016-02-12,良
0.8,119,138,19,94,16,124,贵阳,2016-02-13,轻度污染
0.5,34,89,12,21,13,45,贵阳,2016-02-14,优
0.5,43,58,14,30,14,43,贵阳,2016-02-15,优
0.6,66,71,28,44,19,62,贵阳,2016-02-16,良
0.6,76,77,36,47,27,65,贵阳,2016-02-17,良
0.7,80,81,38,49,34,68,贵阳,2016-02-18,良
0.8,111,100,40,69,32,93,贵阳,2016-02-19,良
0.6,85,99,27,56,30,77,贵阳,2016-02-20,良
0.7,87,106,21,52,23,72,贵阳,2016-02-21,良
0.8,52,75,23,34,24,51,贵阳,2016-02-22,良
0.6,37,66,13,25,19,37,贵阳,2016-02-23,优
0.6,48,84,15,32,18,48,贵阳,2016-02-24,优
0.8,67,73,23,50,33,69,贵阳,2016-02-25,良
0.9,92,81,37,57,40,78,贵阳,2016-02-26,良
1.2,122,93,59,64,51,87,贵阳,2016-02-27,良
1.3,132,120,62,63,55,91,贵阳,2016-02-28,良
1.1,143,143,42,79,56,105,贵阳,2016-02-29,轻度污染
0.6,90,126,23,38,38,72,贵阳,2016-03-01,良
0.8,104,164,24,55,44,104,贵阳,2016-03-02,轻度污染
0.7,102,109,17,59,37,80,贵阳,2016-03-03,良
0.7,87,83,13,55,31,75,贵阳,2016-03-04,良
0.6,51,98,13,28,30,51,贵阳,2016-03-05,良
0.8,74,81,16,40,35,62,贵阳,2016-03-06,良
0.7,74,113,11,45,26,63,贵阳,2016-03-07,良
0.7,80,123,10,49,24,70,贵阳,2016-03-08,良
0.7,31,91,6,15,17,46,贵阳,2016-03-09,优
0.5,31,82,11,18,16,41,贵阳,2016-03-10,优
0.7,79,84,20,53,30,73,贵阳,2016-03-11,良
0.8,79,72,19,47,33,65,贵阳,2016-03-12,良
0.8,50,70,18,32,26,50,贵阳,2016-03-13,优
0.6,98,107,30,48,36,74,贵阳,2016-03-14,良
0.8,65,82,16,37,35,58,贵阳,2016-03-15,良
0.9,54,79,15,30,36,52,贵阳,2016-03-16,良
0.9,63,72,12,40,32,57,贵阳,2016-03-17,良
0.9,99,144,20,58,37,87,贵阳,2016-03-18,良
0.9,97,119,14,60,35,82,贵阳,2016-03-19,良
0.9,100,112,9,67,29,90,贵阳,2016-03-20,良
0.8,38,85,6,21,24,43,贵阳,2016-03-21,优
1.0,49,43,8,27,30,49,贵阳,2016-03-22,优
0.8,31,74,8,19,27,37,贵阳,2016-03-23,优
0.6,69,110,8,46,22,64,贵阳,2016-03-24,良
0.8,89,133,16,56,41,78,贵阳,2016-03-25,良
0.8,78,77,16,46,43,64,贵阳,2016-03-26,良
1.1,122,52,30,72,48,97,贵阳,2016-03-27,良
0.6,76,75,13,45,32,63,贵阳,2016-03-28,良
0.8,58,59,12,36,45,57,贵阳,2016-03-29,良
0.9,59,105,17,30,40,55,贵阳,2016-03-30,良
0.9,81,56,14,43,44,66,贵阳,2016-03-31,良
1.0,73,69,11,46,38,64,贵阳,2016-04-01,良
0.9,106,119,12,60,35,82,贵阳,2016-04-02,良
1.1,102,75,11,73,44,98,贵阳,2016-04-03,良
0.7,89,103,8,54,28,74,贵阳,2016-04-04,良
0.7,87,117,8,49,24,69,贵阳,2016-04-05,良
0.8,98,104,6,61,23,83,贵阳,2016-04-06,良
0.6,46,63,5,27,24,46,贵阳,2016-04-07,优
0.6,48,60,7,25,26,48,贵阳,2016-04-08,优
0.6,55,69,6,31,27,53,贵阳,2016-04-09,良
0.5,51,88,8,26,25,51,贵阳,2016-04-10,良
0.6,69,103,8,33,32,60,贵阳,2016-04-11,良
0.7,53,63,6,31,33,52,贵阳,2016-04-12,良
0.5,40,94,6,20,26,47,贵阳,2016-04-13,优
0.6,73,121,7,39,27,68,贵阳,2016-04-14,良
0.7,91,131,7,41,30,76,贵阳,2016-04-15,良
0.6,57,139,9,20,28,83,贵阳,2016-04-16,良
0.4,61,93,6,25,30,56,贵阳,2016-04-17,良
0.5,80,113,8,30,38,65,贵阳,2016-04-18,良
0.5,77,105,9,31,31,64,贵阳,2016-04-19,良
0.6,52,103,8,27,28,53,贵阳,2016-04-20,良
0.6,80,88,9,39,43,65,贵阳,2016-04-21,良
0.6,59,60,6,38,33,55,贵阳,2016-04-22,良
0.5,49,93,9,26,25,49,贵阳,2016-04-23,优
0.6,46,67,7,28,30,46,贵阳,2016-04-24,优
0.6,46,40,6,25,30,46,贵阳,2016-04-25,优
0.6,49,69,7,27,28,49,贵阳,2016-04-26,优
0.7,69,114,10,39,39,62,贵阳,2016-04-27,良
0.7,75,79,8,37,46,63,贵阳,2016-04-28,良
0.6,66,66,6,40,36,58,贵阳,2016-04-29,良
0.7,63,52,7,36,35,57,贵阳,2016-04-30,良
0.8,69,97,7,32,28,60,贵阳,2016-05-01,良
0.7,83,118,8,45,32,67,贵阳,2016-05-02,良
0.8,107,109,7,50,36,79,贵阳,2016-05-03,良
0.6,59,115,5,29,28,63,贵阳,2016-05-04,良
0.7,81,152,7,38,35,94,贵阳,2016-05-05,良
0.7,95,129,6,47,31,75,贵阳,2016-05-06,良
0.6,76,135,6,39,20,80,贵阳,2016-05-07,良
0.5,46,119,4,22,19,66,贵阳,2016-05-08,良
0.6,36,94,5,15,24,47,贵阳,2016-05-09,优
0.6,72,134,10,31,37,79,贵阳,2016-05-10,良
0.6,92,129,11,36,41,75,贵阳,2016-05-11,良
0.6,74,118,8,34,25,65,贵阳,2016-05-12,良
0.8,47,99,5,26,28,50,贵阳,2016-05-13,优
0.5,40,99,5,17,18,50,贵阳,2016-05-14,优
0.3,60,125,6,20,19,71,贵阳,2016-05-15,良
0.5,109,151,10,43,35,93,贵阳,2016-05-16,良
0.5,93,108,8,34,29,72,贵阳,2016-05-17,良
0.5,126,108,6,50,28,88,贵阳,2016-05-18,良
0.6,75,76,6,41,26,63,贵阳,2016-05-19,良
0.6,78,119,8,49,23,68,贵阳,2016-05-20,良
0.6,45,110,5,23,17,59,贵阳,2016-05-21,良
0.5,54,91,5,31,22,52,贵阳,2016-05-22,良
0.6,44,56,4,27,25,44,贵阳,2016-05-23,优
0.6,37,46,4,23,28,37,贵阳,2016-05-24,优
0.5,24,49,4,10,18,25,贵阳,2016-05-25,优
0.6,29,48,4,15,22,29,贵阳,2016-05-26,优
0.7,32,40,4,19,28,35,贵阳,2016-05-27,优
0.5,46,48,5,27,22,46,贵阳,2016-05-28,优
0.6,59,149,8,36,27,91,贵阳,2016-05-29,良
0.6,48,77,6,22,23,48,贵阳,2016-05-30,优
0.5,38,74,5,13,16,38,贵阳,2016-05-31,优
0.5,43,93,5,14,20,47,贵阳,2016-06-01,优
0.5,44,98,6,17,20,49,贵阳,2016-06-02,优
0.8,38,112,7,21,22,60,贵阳,2016-06-03,良
0.8,78,149,8,43,31,91,贵阳,2016-06-04,良
0.6,66,161,9,31,30,101,贵阳,2016-06-05,轻度污染
0.7,93,157,8,40,36,98,贵阳,2016-06-06,良
0.5,40,94,5,20,24,47,贵阳,2016-06-07,优
0.6,56,99,7,31,26,53,贵阳,2016-06-08,良
0.6,50,86,5,27,20,50,贵阳,2016-06-09,优
0.6,63,81,6,40,22,57,贵阳,2016-06-10,良
0.7,46,70,7,24,23,46,贵阳,2016-06-11,优
0.7,44,58,7,23,27,44,贵阳,2016-06-12,优
0.7,66,138,8,31,29,82,贵阳,2016-06-13,良
0.6,43,66,7,20,25,43,贵阳,2016-06-14,优
0.5,27,88,5,13,18,44,贵阳,2016-06-15,优
0.5,59,143,12,23,27,86,贵阳,2016-06-16,良
0.5,57,77,8,21,26,54,贵阳,2016-06-17,良
0.5,43,53,6,16,19,43,贵阳,2016-06-18,优
0.4,40,50,6,15,17,40,贵阳,2016-06-19,优
0.5,29,55,5,12,18,29,贵阳,2016-06-20,优
0.5,37,53,7,13,20,37,贵阳,2016-06-21,优
0.4,38,65,5,14,19,38,贵阳,2016-06-22,优
0.4,42,65,6,14,16,42,贵阳,2016-06-23,优
0.4,42,70,6,15,19,42,贵阳,2016-06-24,优
0.5,44,90,8,19,21,45,贵阳,2016-06-25,优
0.5,52,80,6,22,24,51,贵阳,2016-06-26,良
0.5,49,75,7,19,23,49,贵阳,2016-06-27,优
0.6,63,52,6,30,22,57,贵阳,2016-06-28,良
0.6,56,62,6,26,29,53,贵阳,2016-06-29,良
0.4,41,61,6,15,21,41,贵阳,2016-06-30,优
0.5,32,91,6,12,23,46,贵阳,2016-07-01,优
0.6,53,93,10,23,28,52,贵阳,2016-07-02,良
0.5,37,55,6,14,22,37,贵阳,2016-07-03,优
0.5,39,96,5,20,20,48,贵阳,2016-07-04,优
0.5,30,69,4,13,17,35,贵阳,2016-07-05,优
0.4,25,36,4,9,20,25,贵阳,2016-07-06,优
0.4,31,59,5,12,21,31,贵阳,2016-07-07,优
0.4,34,73,6,12,20,37,贵阳,2016-07-08,优
0.5,43,82,6,18,23,43,贵阳,2016-07-09,优
0.6,50,86,6,21,26,50,贵阳,2016-07-10,优
0.6,43,97,6,22,25,49,贵阳,2016-07-11,优
0.6,53,106,6,28,23,55,贵阳,2016-07-12,良
0.6,45,78,5,20,27,45,贵阳,2016-07-13,优
0.5,35,80,6,14,18,40,贵阳,2016-07-14,优
0.6,41,88,8,16,33,44,贵阳,2016-07-15,优
0.6,48,57,7,22,28,48,贵阳,2016-07-16,优
0.6,30,48,6,13,24,30,贵阳,2016-07-17,优
0.5,37,54,6,15,18,37,贵阳,2016-07-18,优
0.5,38,47,5,18,20,38,贵阳,2016-07-19,优
0.5,35,59,5,16,19,35,贵阳,2016-07-20,优
0.4,34,60,5,13,16,34,贵阳,2016-07-21,优
