co,pm10,grade,o3,date,so2,pm25,city_name,aqi,no2
13,40,50~90,33,2018-02,66,良,昆明,66,0.97099999999999997
15,47,55~110,40,2018-03,82,良,昆明,78,0.97699999999999998
16,54,95~100,51,2018-04,105,良,昆明,98,1.05
59,88,42~200,40,2013-12,110,轻度污染,贵阳,116,1.0029999999999999
64,93,53~190,44,2014-01,109,轻度污染,贵阳,123,1.258
34,50,23~114,23,2014-02,57,良,贵阳,68,0.94599999999999995
26,44,30~118,30,2014-03,67,良,贵阳,62,0.91900000000000004
14,43,36~92,26,2014-04,74,良,贵阳,65,0.75700000000000001
17,44,30~121,28,2014-05,78,良,贵阳,67,0.73499999999999999
12,38,26~92,24,2014-06,60,良,贵阳,57,0.67299999999999993
10,24,21~70,23,2014-07,45,优,贵阳,44,0.54500000000000004
8,26,27~65,22,2014-08,49,优,贵阳,47,0.54200000000000004
9,30,27~90,21,2014-09,51,优,贵阳,50,0.57299999999999995
11,53,31~131,28,2014-10,79,良,贵阳,73,0.66799999999999993
18,38,25~99,26,2014-11,58,良,贵阳,55,0.72699999999999998
40,63,48~169,35,2014-12,94,良,贵阳,86,0.84499999999999997
40,67,39~156,34,2015-01,91,良,贵阳,90,0.95799999999999996
30,54,23~139,24,2015-02,68,良,贵阳,73,0.84999999999999998
22,44,29~103,25,2015-03,63,良,贵阳,62,0.78400000000000003
13,40,43~95,27,2015-04,75,良,贵阳,66,0.61299999999999999
10,31,37~78,24,2015-05,52,良,贵阳,54,0.60299999999999998
8,20,24~68,22,2015-06,38,优,贵阳,39,0.63300000000000001
8,29,28~94,26,2015-07,52,良,贵阳,57,0.58099999999999996
8,27,22~94,27,2015-08,46,良,贵阳,51,0.61899999999999999
8,29,27~83,25,2015-09,45,优,贵阳,46,0.64700000000000002
11,43,30~88,33,2015-10,69,良,贵阳,62,0.68999999999999995
14,33,28~78,28,2015-11,57,良,贵阳,53,0.81000000000000005
26,42,29~117,28,2015-12,66,良,贵阳,62,0.73199999999999998
28,41,38~97,29,2016-01,64,良,贵阳,59,0.96499999999999997
34,56,37~238,27,2016-02,84,良,贵阳,79,0.81700000000000006
15,42,37~104,33,2016-03,73,良,贵阳,65,0.77700000000000002
8,36,46~98,31,2016-04,67,良,贵阳,61,0.64700000000000002
6,30,25~94,26,2016-05,64,良,贵阳,62,0.59399999999999997
7,22,29~101,23,2016-06,50,良,贵阳,54,0.55299999999999994
6,17,25~58,22,2016-07,41,优,贵阳,42,0.49399999999999999
6,30,29~101,27,2016-08,55,良,贵阳,57,0.64500000000000002
8,42,41~93,28,2016-09,72,良,贵阳,72,0.64300000000000002
7,31,23~112,27,2016-10,55,良,贵阳,55,0.70599999999999996
14,35,26~83,31,2016-11,58,良,贵阳,54,0.83999999999999997
27,58,34~180,39,2016-12,92,良,贵阳,80,0.99400000000000011
22,46,28~120,28,2017-01,66,良,贵阳,66,0.98999999999999999
23,42,28~120,27,2017-02,61,良,贵阳,60,0.871
17,37,35~99,31,2017-03,59,良,贵阳,57,0.82900000000000007
10,32,34~94,27,2017-04,57,良,贵阳,62,0.67700000000000005
7,26,29~116,24,2017-05,44,良,贵阳,63,0.61899999999999999
6,19,24~100,24,2017-06,32,优,贵阳,42,0.65000000000000002
6,18,20~71,24,2017-07,37,优,贵阳,40,0.626
6,19,25~124,22,2017-08,38,优,贵阳,43,0.59999999999999998
7,20,24~73,21,2017-09,42,优,贵阳,42,0.623
8,23,24~80,21,2017-10,44,优,贵阳,43,0.58999999999999997
16,47,33~140,32,2017-11,81,良,贵阳,69,0.76000000000000001
28,53,38~123,38,2017-12,90,良,贵阳,75,0.86799999999999999
23,39,29~103,29,2018-01,60,良,贵阳,57,0.93200000000000005
23,53,31~119,25,2018-02,80,良,贵阳,74,0.79299999999999993
12,42,28~99,30,2018-03,69,良,贵阳,66,0.68999999999999995
9,39,49~69,31,2018-04,68,良,贵阳,59,0.84999999999999998
39,84,20~185,63,2013-12,103,轻度污染,东莞,111,1.28
29,85,51~201,63,2014-01,104,轻度污染,东莞,114,1.248
20,45,18~195,40,2014-02,51,良,东莞,66,1.054
29,51,29~153,52,2014-03,66,良,东莞,74,1.071
25,42,45~126,48,2014-04,57,良,东莞,71,0.94299999999999995
18,27,25~174,39,2014-05,39,良,东莞,53,0.77400000000000002
13,28,29~145,38,2014-06,43,良,东莞,71,0.71999999999999997
19,30,29~205,33,2014-07,46,良,东莞,95,0.73199999999999998
20,26,27~205,28,2014-08,38,良,东莞,95,0.73499999999999999
19,33,27~203,31,2014-09,47,良,东莞,98,0.81999999999999995
21,56,58~145,36,2014-10,79,轻度污染,东莞,101,0.86099999999999999
19,48,30~198,44,2014-11,71,良,东莞,78,1.0329999999999999
23,57,30~141,49,2014-12,77,良,东莞,78,1.087
21,61,24~153,53,2015-01,84,良,东莞,84,1.0390000000000001
13,52,28~148,35,2015-02,68,良,东莞,74,0.96400000000000008
12,33,20~94,38,2015-03,46,良,东莞,51,0.93200000000000005
13,34,24~188,35,2015-04,52,良,东莞,82,0.80799999999999994
8,22,23~120,30,2015-05,34,优,东莞,47,0.80299999999999994
8,16,26~93,21,2015-06,26,优,东莞,48,0.67000000000000004
9,23,28~167,24,2015-07,35,良,东莞,67,0.63900000000000001
12,32,39~201,32,2015-08,47,良,东莞,90,0.74199999999999999
13,38,38~183,30,2015-09,54,良,东莞,97,0.72999999999999998
17,46,22~144,34,2015-10,66,良,东莞,79,0.81900000000000006
17,42,24~107,35,2015-11,61,良,东莞,64,0.873
16,38,26~122,37,2015-12,53,良,东莞,57,0.98999999999999999
14,35,29~110,36,2016-01,48,良,东莞,55,0.95799999999999996
7,34,21~95,24,2016-02,45,良,东莞,50,0.77900000000000003
11,47,24~168,48,2016-03,65,良,东莞,72,0.81000000000000005
9,35,30~88,39,2016-04,49,良,东莞,57,0.80700000000000005
8,30,30~183,26,2016-05,46,良,东莞,65,0.67700000000000005
8,21,32~139,30,2016-06,36,良,东莞,64,0.68299999999999994
9,24,22~169,26,2016-07,40,良,东莞,72,0.58099999999999996
12,34,25~180,31,2016-08,52,良,东莞,86,0.71900000000000008
15,35,32~201,34,2016-09,52,良,东莞,73,0.74299999999999999
14,32,35~111,30,2016-10,46,良,东莞,54,0.82599999999999996
15,40,27~162,38,2016-11,59,良,东莞,66,1.03
16,54,30~107,52,2016-12,76,良,东莞,76,1.155
13,53,40~134,43,2017-01,72,良,东莞,75,1.0900000000000001
12,42,37~148,44,2017-02,57,良,东莞,71,0.95700000000000007
11,38,47~107,52,2017-03,61,良,东莞,68,0.997
11,39,34~187,44,2017-04,56,良,东莞,75,0.873
13,39,38~189,39,2017-05,54,良,东莞,86,0.86499999999999999
9,20,33~102,33,2017-06,34,良,东莞,51,0.77300000000000002
11,23,23~133,34,2017-07,37,良,东莞,57,0.81900000000000006
11,23,23~167,33,2017-08,38,良,东莞,75,0.78099999999999992
12,34,35~205,39,2017-09,49,良,东莞,93,0.873
12,36,31~137,31,2017-10,50,良,东莞,68,0.90000000000000002
12,44,35~108,42,2017-11,58,良,东莞,66,1.0229999999999999
18,55,33~130,53,2017-12,74,良,东莞,79,1.1059999999999999
15,60,33~185,60,2018-01,75,良,东莞,87,1.0900000000000001
10,45,25~159,32,2018-02,54,良,东莞,66,0.91400000000000003
12,42,29~165,48,2018-03,57,良,东莞,83,0.91599999999999993
12,44,110~170,41,2018-04,65,轻度污染,东莞,140,0.80000000000000004
42,86,19~178,63,2013-12,114,轻度污染,中山,114,1.423
35,70,52~172,54,2014-01,101,良,中山,95,1.2770000000000001
25,40,19~152,35,2014-02,55,良,中山,58,1.264
23,44,28~119,38,2014-03,65,良,中山,63,1.4550000000000001
14,35,34~143,31,2014-04,48,良,中山,62,1.29
8,19,17~79,18,2014-05,27,优,中山,35,0.90000000000000002
8,23,23~195,15,2014-06,36,良,中山,54,0.76300000000000001
11,21,17~144,16,2014-07,32,良,中山,54,0.76500000000000001
13,14,14~109,13,2014-08,24,优,中山,39,0.871
17,29,22~152,21,2014-09,43,良,中山,70,1.073
21,52,43~127,33,2014-10,77,良,中山,87,1.3230000000000002
23,47,34~102,33,2014-11,72,良,中山,67,1.093
22,61,20~130,38,2014-12,90,良,中山,83,1.3230000000000002
18,52,25~134,41,2015-01,80,良,中山,72,1.51
13,54,17~149,37,2015-02,73,良,中山,74,1.325
12,32,23~76,32,2015-03,50,优,中山,48,1.0740000000000001
11,28,21~111,23,2015-04,44,良,中山,54,0.873
9,15,16~115,16,2015-05,24,优,中山,33,0.89700000000000002
9,10,19~40,11,2015-06,20,优,中山,26,0.72699999999999998
6,19,21~125,18,2015-07,32,优,中山,49,0.85199999999999998
9,26,22~171,22,2015-08,39,良,中山,61,0.95799999999999996
10,31,27~162,22,2015-09,44,良,中山,68,0.92299999999999993
15,46,23~148,37,2015-10,64,良,中山,75,0.9840000000000001
11,42,28~115,40,2015-11,59,良,中山,62,1.143
14,37,38~124,41,2015-12,60,良,中山,60,1.4680000000000002
13,33,29~87,41,2016-01,53,良,中山,55,1.2229999999999999
10,28,23~94,34,2016-02,49,良,中山,51,1.0409999999999999
12,36,37~124,51,2016-03,57,良,中山,68,1.032
8,30,27~120,25,2016-04,40,优,中山,49,1.097
8,24,23~155,20,2016-05,35,良,中山,53,0.85799999999999998
7,12,25~52,16,2016-06,23,优,中山,34,0.68700000000000006
8,16,20~146,19,2016-07,29,良,中山,52,0.748
8,26,27~163,26,2016-08,39,良,中山,80,0.89700000000000002
12,29,25~156,31,2016-09,43,良,中山,80,0.85999999999999999
15,30,24~110,31,2016-10,44,良,中山,60,0.85799999999999998
15,37,28~156,41,2016-11,54,良,中山,64,0.91700000000000004
19,57,37~134,68,2016-12,82,良,中山,87,1.081
12,53,42~125,49,2017-01,69,良,中山,80,1.097
11,43,43~131,39,2017-02,55,良,中山,68,0.81099999999999994
11,39,35~109,47,2017-03,60,良,中山,66,0.877
8,28,28~158,32,2017-04,46,良,中山,68,0.80299999999999994
10,31,22~202,28,2017-05,47,良,中山,89,0.78700000000000003
6,11,21~55,13,2017-06,22,优,中山,32,0.64300000000000002
8,15,21~204,23,2017-07,28,良,中山,52,0.67700000000000005
8,17,21~203,18,2017-08,31,良,中山,57,0.69400000000000006
10,26,24~206,24,2017-09,42,良,中山,83,0.79299999999999993
13,34,31~188,36,2017-10,53,良,中山,91,0.86099999999999999
12,46,44~126,56,2017-11,69,良,中山,77,1.04
16,60,42~140,65,2017-12,82,良,中山,88,0.9840000000000001
12,51,38~145,60,2018-01,70,良,中山,80,1.006
9,42,23~102,37,2018-02,54,良,中山,62,0.69999999999999996
10,29,26~100,34,2018-03,47,良,中山,59,0.67099999999999993
11,33,82~90,20,2018-04,55,良,中山,86,0.65000000000000002
27,82,21~190,63,2013-12,106,轻度污染,广州,109,1.2830000000000001
22,90,59~207,74,2014-01,117,轻度污染,广州,120,1.371
12,46,12~145,44,2014-02,61,良,广州,63,0.97099999999999997
17,55,28~172,57,2014-03,79,良,广州,77,1.129
19,49,48~108,54,2014-04,69,良,广州,69,0.96700000000000008
16,33,33~102,43,2014-05,49,良,广州,52,0.96099999999999997
15,34,34~142,38,2014-06,53,良,广州,71,0.88700000000000001
16,35,29~191,35,2014-07,55,良,广州,84,0.755
15,31,26~186,34,2014-08,49,良,广州,76,0.77700000000000002
16,36,23~148,35,2014-09,56,良,广州,75,0.84299999999999997
17,59,52~139,49,2014-10,85,良,广州,96,0.94499999999999995
16,50,15~125,48,2014-11,67,良,广州,70,1.0800000000000001
19,55,28~142,41,2014-12,82,良,广州,76,1.232
20,60,22~176,65,2015-01,85,良,广州,81,1.2609999999999999
12,55,28~147,49,2015-02,75,良,广州,75,1.079
10,33,17~90,45,2015-03,49,优,广州,49,1.0229999999999999
14,38,21~170,45,2015-04,60,良,广州,71,1.04
12,27,28~99,42,2015-05,42,优,广州,47,0.84499999999999997
11,21,28~89,31,2015-06,36,良,广州,52,0.73999999999999999
9,28,38~159,32,2015-07,45,良,广州,65,0.81000000000000005
13,39,49~200,39,2015-08,60,良,广州,89,0.88400000000000001
11,42,45~157,44,2015-09,65,良,广州,80,0.90000000000000002
12,45,30~131,53,2015-10,77,良,广州,71,0.91900000000000004
14,38,33~95,50,2015-11,67,良,广州,65,1.0129999999999999
12,41,33~166,50,2015-12,64,良,广州,69,1.0900000000000001
9,35,29~153,49,2016-01,54,良,广州,65,1.097
9,36,30~130,40,2016-02,53,良,广州,58,0.86599999999999999
13,47,30~175,61,2016-03,71,良,广州,78,1.0680000000000001
13,38,45~129,51,2016-04,55,良,广州,66,1.0529999999999999
11,31,33~147,38,2016-05,51,良,广州,65,0.92599999999999993
9,23,36~120,33,2016-06,41,良,广州,60,0.84999999999999998
12,27,28~202,33,2016-07,45,良,广州,74,0.877
14,37,25~197,40,2016-08,56,良,广州,82,0.89400000000000002
12,36,38~201,41,2016-09,57,良,广州,76,0.90300000000000002
11,30,33~85,35,2016-10,48,良,广州,51,0.89000000000000001
14,41,33~166,62,2016-11,69,良,广州,76,1.0170000000000001
14,51,37~128,71,2016-12,83,良,广州,86,1.103
12,54,40~205,65,2017-01,78,良,广州,82,1.2030000000000001
13,44,32~118,59,2017-02,64,良,广州,75,0.90000000000000002
12,41,49~106,65,2017-03,69,良,广州,81,0.95200000000000007
12,34,45~173,58,2017-04,61,良,广州,83,0.81999999999999995
12,34,44~201,52,2017-05,58,良,广州,89,0.84499999999999997
10,19,39~110,39,2017-06,36,良,广州,56,0.73299999999999998
12,21,35~142,42,2017-07,37,良,广州,65,0.77099999999999991
11,23,29~144,39,2017-08,41,良,广州,70,0.76800000000000002
12,34,37~201,51,2017-09,56,良,广州,94,0.92700000000000005
11,32,29~116,42,2017-10,51,良,广州,65,0.84799999999999998
11,39,37~110,51,2017-11,61,良,广州,68,0.94999999999999996
16,51,38~125,65,2017-12,77,良,广州,80,0.96799999999999997
14,62,38~196,75,2018-01,84,良,广州,96,1.1320000000000001
11,44,27~189,45,2018-02,58,良,广州,71,0.77900000000000003
13,43,38~149,61,2018-03,65,良,广州,85,0.83499999999999996
17,51,134~159,55,2018-04,85,轻度污染,广州,147,0.84999999999999998
45,88,20~204,72,2013-12,129,轻度污染,江门,117,1.6299999999999999
33,76,56~165,66,2014-01,116,轻度污染,江门,101,1.5740000000000001
21,45,16~207,39,2014-02,72,良,江门,63,1.2930000000000001
30,50,34~154,40,2014-03,77,良,江门,72,1.1000000000000001
22,40,44~145,33,2014-04,64,良,江门,67,0.93299999999999994
16,25,26~99,22,2014-05,49,优,江门,46,0.81900000000000006
16,28,25~169,21,2014-06,50,良,江门,56,0.73299999999999998
12,24,26~115,17,2014-07,40,良,江门,50,0.745
13,17,22~93,15,2014-08,32,优,江门,40,0.84799999999999998
17,29,22~174,21,2014-09,46,良,江门,66,1.0
24,61,49~160,27,2014-10,76,轻度污染,江门,100,0.997
26,58,31~150,35,2014-11,77,良,江门,80,1.2170000000000001
33,70,23~175,64,2014-12,102,良,江门,96,1.3999999999999999
27,67,27~153,55,2015-01,89,良,江门,90,1.2709999999999999
17,59,31~157,42,2015-02,81,良,江门,81,0.96400000000000008
19,40,26~142,41,2015-03,57,良,江门,59,1.048
14,29,25~110,27,2015-04,47,良,江门,54,0.74299999999999999
9,16,19~58,21,2015-05,29,优,江门,30,0.68400000000000005
9,13,16~40,15,2015-06,22,优,江门,25,0.55299999999999994
10,20,19~112,16,2015-07,32,优,江门,41,0.755
15,27,22~136,17,2015-08,43,良,江门,60,0.91900000000000004
16,32,25~139,20,2015-09,47,良,江门,70,0.91700000000000004
21,40,21~171,34,2015-10,66,良,江门,69,1.0740000000000001
20,36,28~98,45,2015-11,64,良,江门,63,1.147
15,33,33~94,45,2015-12,59,良,江门,60,1.0229999999999999
11,30,26~102,41,2016-01,50,良,江门,56,1.081
8,29,24~87,29,2016-02,52,良,江门,51,0.95900000000000007
15,31,35~110,42,2016-03,66,良,江门,66,0.98699999999999999
11,31,35~102,31,2016-04,53,良,江门,56,0.80000000000000004
11,28,23~181,22,2016-05,47,良,江门,66,0.7609999999999999
9,18,24~96,20,2016-06,34,优,江门,41,0.67000000000000004
8,21,22~207,18,2016-07,40,良,江门,58,0.61299999999999999
11,32,28~170,26,2016-08,52,良,江门,77,0.83900000000000008
13,37,31~182,32,2016-09,61,良,江门,75,0.81299999999999994
11,35,33~119,34,2016-10,58,良,江门,72,0.871
14,47,39~206,49,2016-11,74,良,江门,79,0.97299999999999998
18,63,45~138,70,2016-12,99,良,江门,92,1.0649999999999999
11,59,39~202,49,2017-01,83,良,江门,85,1.129
12,40,44~144,38,2017-02,63,良,江门,70,0.90000000000000002
13,41,44~105,50,2017-03,78,良,江门,71,1.032
11,33,35~171,37,2017-04,59,良,江门,74,0.81000000000000005
12,35,25~207,31,2017-05,60,良,江门,97,0.81599999999999995
7,15,26~55,16,2017-06,33,优,江门,36,0.56299999999999994
9,21,24~201,25,2017-07,39,良,江门,57,0.58700000000000008
8,19,23~189,22,2017-08,39,良,江门,57,0.49399999999999999
12,31,27~202,30,2017-09,55,良,江门,96,0.82700000000000007
13,37,34~198,41,2017-10,63,良,江门,96,0.91900000000000004
15,49,45~144,52,2017-11,80,良,江门,79,1.0170000000000001
19,64,40~176,68,2017-12,97,良,江门,91,0.97099999999999997
13,57,37~176,63,2018-01,88,良,江门,86,1.0580000000000001
9,42,25~100,34,2018-02,61,良,江门,64,0.7390000000000001
11,33,37~133,34,2018-03,58,良,江门,75,0.7390000000000001
12,36,95~110,20,2018-04,64,轻度污染,江门,103,0.59999999999999998
31,90,23~213,47,2013-12,120,轻度污染,肇庆,120,1.3100000000000001
32,117,60~411,56,2014-01,135,中度污染,肇庆,151,1.5449999999999999
28,59,15~181,34,2014-02,68,良,肇庆,80,1.179
45,71,32~241,47,2014-03,95,良,肇庆,96,1.49
32,61,53~189,40,2014-04,86,良,肇庆,88,1.327
25,39,35~146,38,2014-05,61,良,肇庆,64,1.371
22,36,40~158,27,2014-06,64,良,肇庆,72,1.2270000000000001
23,33,37~139,24,2014-07,58,良,肇庆,68,0.82599999999999996
23,27,25~203,25,2014-08,48,良,肇庆,66,0.81000000000000005
20,34,25~135,27,2014-09,57,良,肇庆,63,0.84299999999999997
22,69,69~200,33,2014-10,100,轻度污染,肇庆,112,0.97699999999999998
25,62,21~180,36,2014-11,85,良,肇庆,86,1.103
24,44,28~117,37,2014-12,73,良,肇庆,68,0.94200000000000006
25,60,25~157,53,2015-01,91,良,肇庆,85,1.1870000000000001
16,64,28~165,32,2015-02,83,良,肇庆,87,1.1459999999999999
24,41,16~130,33,2015-03,59,良,肇庆,60,1.145
24,38,20~127,28,2015-04,60,良,肇庆,65,0.91299999999999992
23,28,27~100,31,2015-05,44,良,肇庆,50,0.92599999999999993
20,19,30~61,19,2015-06,35,优,肇庆,42,0.73699999999999999
18,25,30~144,15,2015-07,40,良,肇庆,58,0.69700000000000006
19,35,40~134,22,2015-08,54,良,肇庆,70,0.68400000000000005
21,40,28~179,25,2015-09,57,良,肇庆,78,0.877
18,40,23~142,31,2015-10,59,良,肇庆,75,0.80599999999999994
19,40,26~158,40,2015-11,62,良,肇庆,63,0.997
15,34,25~134,39,2015-12,53,良,肇庆,55,1.139
12,33,30~118,39,2016-01,50,良,肇庆,54,1.1840000000000002
9,31,21~77,23,2016-02,48,优,肇庆,48,0.95200000000000007
23,47,20~110,48,2016-03,68,良,肇庆,72,1.1320000000000001
24,42,39~124,36,2016-04,62,良,肇庆,64,0.96700000000000008
18,33,30~150,27,2016-05,55,良,肇庆,71,0.871
17,24,34~104,25,2016-06,42,良,肇庆,53,0.73999999999999999
17,23,28~167,21,2016-07,42,良,肇庆,56,0.71299999999999997
14,34,30~175,30,2016-08,55,良,肇庆,73,0.82299999999999995
13,35,26~153,28,2016-09,56,良,肇庆,76,0.79700000000000004
13,35,28~97,25,2016-10,52,良,肇庆,57,0.81299999999999994
16,52,23~175,41,2016-11,74,良,肇庆,75,1.1100000000000001
16,59,38~133,50,2016-12,81,良,肇庆,81,1.139
10,61,33~183,37,2017-01,77,良,肇庆,84,1.268
13,49,30~112,35,2017-02,63,良,肇庆,68,1.075
17,51,32~118,48,2017-03,74,良,肇庆,73,1.171
15,42,31~118,39,2017-04,65,良,肇庆,71,0.94299999999999995
16,36,35~175,35,2017-05,59,良,肇庆,76,0.88400000000000001
12,21,34~76,25,2017-06,40,优,肇庆,45,0.80700000000000005
13,28,29~146,36,2017-07,46,良,肇庆,66,0.86499999999999999
13,22,25~96,26,2017-08,40,良,肇庆,53,0.82599999999999996
14,40,38~207,37,2017-09,59,良,肇庆,88,0.997
12,37,28~149,36,2017-10,55,良,肇庆,73,0.99400000000000011
13,42,24~108,38,2017-11,61,良,肇庆,63,0.96299999999999997
19,57,32~150,52,2017-12,81,良,肇庆,81,1.113
15,65,27~196,59,2018-01,89,良,肇庆,93,1.2130000000000001
9,50,25~143,29,2018-02,64,良,肇庆,69,0.91099999999999992
17,43,30~155,39,2018-03,63,良,肇庆,70,0.877
28,52,90~91,35,2018-04,81,良,肇庆,91,0.80000000000000004
41,103,24~326,54,2013-12,147,轻度污染,台州,134,1.4299999999999999
26,78,34~301,43,2014-01,119,轻度污染,台州,105,1.2229999999999999
13,43,21~109,26,2014-02,56,良,台州,60,1.0609999999999999
18,55,37~165,36,2014-03,84,良,台州,78,1.006
10,45,40~126,29,2014-04,67,良,台州,74,0.74299999999999999
8,53,42~150,29,2014-05,82,良,台州,85,0.88099999999999989
6,36,33~126,18,2014-06,50,良,台州,63,0.75700000000000001
5,28,25~120,12,2014-07,46,良,台州,53,0.68999999999999995
5,30,20~205,18,2014-08,45,良,台州,63,0.89400000000000002
7,33,39~123,18,2014-09,50,良,台州,62,0.79299999999999993
8,43,42~130,23,2014-10,70,良,台州,71,0.82299999999999995
11,49,32~121,28,2014-11,75,良,台州,70,0.83700000000000008
17,61,50~130,36,2014-12,104,良,台州,85,0.93500000000000005
15,73,27~229,36,2015-01,113,良,台州,99,0.98099999999999998
7,61,35~169,22,2015-02,83,良,台州,84,0.746
8,38,30~94,24,2015-03,56,良,台州,58,0.626
8,55,38~161,26,2015-04,76,良,台州,84,0.75
6,39,43~115,19,2015-05,58,良,台州,69,0.61299999999999999
6,33,43~136,15,2015-06,54,良,台州,68,0.76000000000000001
6,23,23~100,14,2015-07,40,良,台州,59,0.57399999999999995
6,26,27~133,13,2015-08,42,良,台州,59,0.63200000000000001
8,33,36~154,19,2015-09,51,良,台州,78,0.73999999999999999
9,39,31~150,22,2015-10,69,良,台州,75,0.89700000000000002
10,36,28~87,31,2015-11,60,良,台州,56,1.077
12,47,35~160,33,2015-12,76,良,台州,71,1.1320000000000001
11,53,30~144,35,2016-01,86,良,台州,78,1.042
9,50,32~199,22,2016-02,78,良,台州,73,0.752
10,48,38~125,30,2016-03,81,良,台州,73,0.77099999999999991
8,41,36~149,25,2016-04,67,良,台州,78,0.86299999999999999
8,38,45~105,19,2016-05,66,良,台州,80,0.71299999999999997
7,26,28~103,13,2016-06,42,良,台州,60,0.65700000000000003
6,24,19~121,12,2016-07,42,良,台州,62,0.58999999999999997
6,23,22~132,13,2016-08,41,良,台州,60,0.755
8,26,16~110,15,2016-09,45,良,台州,60,0.77000000000000002
7,23,25~73,18,2016-10,44,优,台州,46,0.63900000000000001
13,35,23~93,30,2016-11,65,良,台州,57,0.87
12,43,30~120,35,2016-12,76,良,台州,65,0.99400000000000011
8,42,29~166,27,2017-01,68,良,台州,63,0.871
7,44,28~104,26,2017-02,70,良,台州,66,0.79599999999999993
8,36,42~98,30,2017-03,66,良,台州,62,0.66500000000000004
7,37,38~107,27,2017-04,68,良,台州,71,0.68299999999999994
6,27,34~144,20,2017-05,55,良,台州,66,0.55200000000000005
4,26,35~104,21,2017-06,44,良,台州,56,0.68999999999999995
5,20,24~120,13,2017-07,41,良,台州,58,0.55500000000000005
4,23,22~114,17,2017-08,43,良,台州,62,0.56100000000000005
5,22,39~140,19,2017-09,44,良,台州,64,0.623
6,26,36~105,18,2017-10,51,良,台州,62,0.70299999999999996
8,36,27~129,32,2017-11,68,良,台州,62,0.86299999999999999
11,56,42~178,40,2017-12,98,良,台州,81,1.0349999999999999
8,41,28~133,34,2018-01,68,良,台州,63,0.95499999999999996
8,47,37~115,22,2018-02,77,良,台州,72,0.84299999999999997
6,31,34~88,28,2018-03,56,良,台州,56,0.63900000000000001
8,39,68~74,21,2018-04,92,良,台州,71,0.55000000000000004
48,125,24~468,71,2013-12,140,中度污染,上海,158,1.3730000000000002
28,77,30~238,54,2014-01,90,轻度污染,上海,103,0.997
17,52,27~240,36,2014-02,59,良,上海,74,0.79599999999999993
19,57,39~202,51,2014-03,84,良,上海,82,0.78700000000000003
15,53,50~187,47,2014-04,67,良,上海,77,0.72699999999999998
17,63,53~193,42,2014-05,99,良,上海,96,0.77700000000000002
12,44,37~182,35,2014-06,58,良,上海,72,0.71999999999999997
12,45,32~167,31,2014-07,63,良,上海,74,0.76500000000000001
13,38,30~150,34,2014-08,52,良,上海,67,0.76800000000000002
13,35,32~138,32,2014-09,52,良,上海,69,0.73999999999999999
16,40,52~137,42,2014-10,68,良,上海,77,0.78099999999999992
18,52,38~182,52,2014-11,71,良,上海,74,0.84299999999999997
36,72,39~190,68,2014-12,113,良,上海,99,1.0900000000000001
29,83,28~256,63,2015-01,108,轻度污染,上海,111,1.0900000000000001
20,64,34~222,46,2015-02,85,良,上海,90,0.94599999999999995
15,54,37~143,48,2015-03,66,良,上海,81,0.84499999999999997
16,56,44~166,53,2015-04,81,良,上海,88,0.79000000000000004
12,44,51~117,39,2015-05,63,良,上海,77,0.69700000000000006
11,43,43~188,35,2015-06,57,良,上海,80,0.69700000000000006
11,39,31~171,31,2015-07,57,良,上海,84,0.65799999999999992
13,40,28~181,28,2015-08,58,良,上海,86,0.73499999999999999
13,34,35~159,32,2015-09,49,良,上海,79,0.71999999999999997
17,47,47~133,49,2015-10,73,良,上海,82,0.81599999999999995
17,58,35~179,58,2015-11,74,良,上海,87,1.0900000000000001
25,82,53~266,67,2015-12,104,轻度污染,上海,117,1.1970000000000001
24,70,40~213,57,2016-01,91,轻度污染,上海,102,1.0449999999999999
19,54,42~178,43,2016-02,78,良,上海,80,0.85499999999999998
17,52,45~134,49,2016-03,76,良,上海,80,0.68400000000000005
14,56,53~159,50,2016-04,81,良,上海,90,0.73699999999999999
12,51,51~163,41,2016-05,77,良,上海,93,0.74199999999999999
10,40,43~139,36,2016-06,54,良,上海,79,0.70299999999999996
10,38,24~169,31,2016-07,59,良,上海,95,0.752
11,19,26~135,23,2016-08,36,良,上海,59,0.66500000000000004
12,32,23~163,34,2016-09,45,良,上海,68,0.72299999999999998
12,22,29~72,33,2016-10,37,良,上海,51,0.63200000000000001
16,44,37~144,58,2016-11,62,良,上海,78,0.86699999999999999
19,58,38~185,65,2016-12,77,良,上海,94,1.0580000000000001
17,44,35~130,47,2017-01,58,良,上海,74,0.89400000000000002
14,50,38~158,49,2017-02,60,良,上海,78,0.82900000000000007
12,45,47~105,50,2017-03,62,良,上海,71,0.72299999999999998
12,45,54~135,51,2017-04,73,良,上海,90,0.79299999999999993
11,32,43~154,37,2017-05,66,良,上海,88,0.626
9,38,45~157,35,2017-06,47,良,上海,82,0.66299999999999992
10,33,33~204,30,2017-07,57,轻度污染,上海,114,0.66799999999999993
8,31,25~191,32,2017-08,50,良,上海,95,0.73199999999999998
9,26,43~160,36,2017-09,43,良,上海,74,0.71999999999999997
9,24,38~87,33,2017-10,43,良,上海,58,0.68700000000000006
13,42,41~129,59,2017-11,70,良,上海,79,0.80299999999999994
15,54,48~225,68,2017-12,76,良,上海,93,0.98999999999999999
14,58,35~239,58,2018-01,68,良,上海,92,0.98099999999999998
