co,pm10,grade,o3,date,so2,pm25,city_name,aqi,no2
26,46,53~115,42,2014-06,94,良,太原,76,1.3400000000000001
28,49,38~147,43,2014-07,103,良,太原,93,1.0229999999999999
26,42,38~143,33,2014-08,82,良,太原,70,1.01
32,47,27~122,26,2014-09,92,良,太原,72,1.1399999999999999
56,95,29~261,39,2014-10,177,轻度污染,太原,133,1.681
144,91,31~281,40,2014-11,149,轻度污染,太原,124,1.7469999999999999
155,85,49~306,32,2014-12,149,轻度污染,太原,121,2.1519999999999997
179,83,45~223,44,2015-01,128,轻度污染,太原,113,2.6319999999999997
122,65,38~202,35,2015-02,103,良,太原,92,2.375
83,60,47~177,35,2015-03,115,良,太原,91,2.319
28,52,42~148,31,2015-04,117,良,太原,86,1.607
37,50,52~170,38,2015-05,111,良,太原,94,1.0900000000000001
32,48,46~131,35,2015-06,100,良,太原,88,1.337
24,43,48~123,31,2015-07,84,良,太原,74,0.9840000000000001
21,39,46~113,33,2015-08,87,良,太原,69,0.89400000000000002
26,45,33~139,36,2015-09,86,良,太原,71,1.163
50,58,36~190,46,2015-10,123,良,太原,91,1.5940000000000001
115,75,40~220,41,2015-11,122,轻度污染,太原,105,1.7069999999999999
114,105,37~301,38,2015-12,167,轻度污染,太原,141,1.794
117,63,37~247,43,2016-01,107,良,太原,96,2.3940000000000001
78,39,35~158,28,2016-02,71,良,太原,75,2.0859999999999999
70,64,47~200,39,2016-03,135,轻度污染,太原,103,1.6230000000000002
36,47,53~123,33,2016-04,127,良,太原,90,1.03
40,49,53~130,36,2016-05,119,良,太原,87,0.99400000000000011
28,45,51~131,40,2016-06,100,良,太原,90,1.173
16,47,46~109,34,2016-07,84,良,太原,78,1.042
19,37,37~102,37,2016-08,73,良,太原,67,0.93500000000000005
34,48,48~158,53,2016-09,106,良,太原,82,1.163
44,70,49~199,59,2016-10,134,轻度污染,太原,103,1.4969999999999999
152,134,63~313,73,2016-11,238,中度污染,太原,175,2.2130000000000001
186,150,54~391,71,2016-12,207,中度污染,太原,190,2.4609999999999999
163,136,64~418,66,2017-01,192,中度污染,太原,171,2.2519999999999998
122,87,48~261,57,2017-02,136,轻度污染,太原,119,1.754
59,55,43~168,47,2017-03,105,良,太原,85,1.3
34,51,39~145,51,2017-04,130,良,太原,92,1.103
19,49,64~461,41,2017-05,133,轻度污染,太原,119,0.89000000000000001
21,43,45~185,48,2017-06,98,轻度污染,太原,116,0.98699999999999999
17,48,48~202,44,2017-07,101,轻度污染,太原,120,1.0229999999999999
20,46,54~126,47,2017-08,98,良,太原,93,1.1420000000000001
39,61,73~136,63,2017-09,156,轻度污染,太原,104,1.21
31,68,40~190,56,2017-10,134,良,太原,100,1.3130000000000002
54,81,68~252,66,2017-11,179,轻度污染,太原,124,1.4099999999999999
74,87,48~278,65,2017-12,163,轻度污染,太原,124,1.6480000000000001
69,76,47~209,56,2018-01,139,轻度污染,太原,112,1.423
54,74,53~248,43,2018-02,134,轻度污染,太原,112,1.196
42,80,65~216,53,2018-03,173,轻度污染,太原,124,1.129
49,71,108~170,62,2018-04,228,轻度污染,太原,139,0.94999999999999996
180,116,57~339,63,2013-12,165,中度污染,沈阳,151,1.7130000000000001
154,86,50~227,56,2014-01,132,轻度污染,沈阳,118,1.242
162,96,51~301,56,2014-02,143,轻度污染,沈阳,129,1.3319999999999999
92,78,49~230,53,2014-03,130,轻度污染,沈阳,109,1.052
39,65,54~170,49,2014-04,130,良,沈阳,96,0.94999999999999996
28,48,45~171,44,2014-05,96,良,沈阳,85,0.85799999999999998
22,48,44~153,41,2014-06,79,良,沈阳,86,0.82999999999999996
22,53,49~182,34,2014-07,92,良,沈阳,95,0.92299999999999993
26,49,50~158,39,2014-08,90,良,沈阳,93,1.0129999999999999
29,43,38~129,50,2014-09,84,良,沈阳,74,0.91700000000000004
39,94,47~251,55,2014-10,149,轻度污染,沈阳,128,1.087
117,107,59~371,64,2014-11,174,轻度污染,沈阳,144,1.357
152,82,60~251,56,2014-12,133,轻度污染,沈阳,119,1.21
182,110,50~342,65,2015-01,156,轻度污染,沈阳,144,1.571
148,100,48~418,55,2015-02,144,轻度污染,沈阳,133,1.3300000000000001
73,72,45~187,47,2015-03,126,轻度污染,沈阳,103,0.94799999999999995
26,66,73~136,44,2015-04,129,轻度污染,沈阳,102,0.90000000000000002
20,43,40~173,35,2015-05,92,良,沈阳,97,0.71299999999999997
15,37,46~128,37,2015-06,63,良,沈阳,85,0.83299999999999996
11,37,31~158,35,2015-07,65,良,沈阳,79,0.745
13,32,38~141,35,2015-08,58,良,沈阳,77,0.75800000000000001
20,37,39~105,46,2015-09,72,良,沈阳,70,0.80299999999999994
28,69,41~305,48,2015-10,104,良,沈阳,97,0.93500000000000005
92,146,58~500,58,2015-11,175,中度污染,沈阳,167,1.3400000000000001
130,107,52~298,57,2015-12,145,轻度污染,沈阳,143,1.4680000000000002
112,77,57~173,51,2016-01,119,轻度污染,沈阳,105,1.1159999999999999
87,54,52~149,40,2016-02,91,良,沈阳,82,0.8859999999999999
57,66,41~280,43,2016-03,146,轻度污染,沈阳,109,0.91599999999999993
20,45,64~172,35,2016-04,108,良,沈阳,87,0.71700000000000008
20,39,50~146,37,2016-05,89,良,沈阳,90,0.745
17,36,40~127,37,2016-06,65,良,沈阳,79,0.80700000000000005
13,38,32~146,28,2016-07,62,良,沈阳,87,0.82900000000000007
17,31,23~140,29,2016-08,55,良,沈阳,75,0.78099999999999992
21,38,29~104,37,2016-09,64,良,沈阳,64,0.92700000000000005
28,52,30~206,44,2016-10,83,良,沈阳,76,0.94200000000000006
71,74,38~271,49,2016-11,107,良,沈阳,100,1.0070000000000001
96,96,42~273,57,2016-12,134,轻度污染,沈阳,128,1.4419999999999999
99,89,53~273,55,2017-01,128,轻度污染,沈阳,122,1.3869999999999998
71,66,45~215,46,2017-02,96,良,沈阳,94,1.071
54,83,41~207,54,2017-03,124,轻度污染,沈阳,114,1.0229999999999999
24,48,50~129,36,2017-04,104,良,沈阳,83,0.77000000000000002
14,41,56~219,29,2017-05,107,轻度污染,沈阳,106,0.626
18,34,44~203,33,2017-06,64,轻度污染,沈阳,101,0.76700000000000002
12,31,50~177,28,2017-07,52,良,沈阳,99,0.7390000000000001
15,25,35~117,30,2017-08,46,良,沈阳,63,0.82900000000000007
23,32,39~100,38,2017-09,62,良,沈阳,64,0.93000000000000005
25,52,37~173,48,2017-10,89,良,沈阳,80,1.103
30,40,38~149,38,2017-11,75,良,沈阳,67,0.85299999999999998
49,66,43~196,50,2017-12,103,良,沈阳,94,1.355
45,55,38~153,49,2018-01,84,良,沈阳,80,1.181
41,61,48~162,42,2018-02,92,良,沈阳,88,1.125
30,63,41~205,43,2018-03,97,良,沈阳,91,1.123
25,67,93~102,35,2018-04,130,良,沈阳,98,1.1499999999999999
73,143,38~429,80,2013-12,213,中度污染,绍兴,183,2.0499999999999998
47,110,54~286,66,2014-01,162,轻度污染,绍兴,144,1.206
34,66,30~211,50,2014-02,88,良,绍兴,89,1.2390000000000001
38,59,43~152,54,2014-03,93,良,绍兴,81,0.91900000000000004
38,62,50~211,56,2014-04,100,良,绍兴,86,0.90300000000000002
28,57,34~174,42,2014-05,93,良,绍兴,91,1.0229999999999999
26,51,41~203,36,2014-06,62,良,绍兴,91,0.61299999999999999
17,44,34~156,33,2014-07,63,良,绍兴,82,0.48700000000000004
29,47,22~184,40,2014-08,52,良,绍兴,84,0.60299999999999998
34,46,22~170,42,2014-09,63,良,绍兴,76,0.68999999999999995
42,58,46~137,51,2014-10,91,良,绍兴,89,0.69999999999999996
46,81,51~218,60,2014-11,119,轻度污染,绍兴,108,0.86699999999999999
59,74,58~164,67,2014-12,126,轻度污染,绍兴,101,0.88400000000000001
46,90,37~218,64,2015-01,135,轻度污染,绍兴,120,0.92900000000000005
19,59,28~166,40,2015-02,87,良,绍兴,81,0.79299999999999993
24,49,38~106,50,2015-03,73,良,绍兴,70,0.69700000000000006
30,50,35~121,48,2015-04,77,良,绍兴,70,0.61699999999999999
27,50,44~154,35,2015-05,75,良,绍兴,89,0.53200000000000003
23,40,39~140,31,2015-06,60,良,绍兴,75,0.54000000000000004
21,33,22~129,30,2015-07,47,良,绍兴,63,0.442
16,41,28~187,32,2015-08,58,良,绍兴,85,0.68999999999999995
29,47,28~183,41,2015-09,67,良,绍兴,86,0.82999999999999996
29,54,40~144,48,2015-10,85,良,绍兴,79,0.82299999999999995
25,53,39~147,54,2015-11,72,良,绍兴,79,1.05
34,88,54~257,64,2015-12,128,轻度污染,绍兴,118,1.2030000000000001
27,72,50~199,58,2016-01,107,轻度污染,绍兴,103,1.1159999999999999
18,58,37~152,36,2016-02,89,良,绍兴,81,0.80000000000000004
22,61,38~180,48,2016-03,95,良,绍兴,85,0.83200000000000007
14,41,38~104,41,2016-04,64,良,绍兴,65,0.66700000000000004
13,43,37~134,31,2016-05,63,良,绍兴,72,0.69999999999999996
12,33,36~134,28,2016-06,50,良,绍兴,64,0.78000000000000003
10,28,23~144,21,2016-07,43,良,绍兴,70,0.71299999999999997
11,26,25~148,18,2016-08,40,良,绍兴,85,0.56799999999999995
12,31,20~128,26,2016-09,48,良,绍兴,72,0.66700000000000004
15,32,37~90,39,2016-10,52,良,绍兴,58,0.80000000000000004
18,55,32~138,50,2016-11,81,良,绍兴,79,1.1499999999999999
17,71,45~175,56,2016-12,105,良,绍兴,98,1.1320000000000001
14,61,37~192,43,2017-01,88,良,绍兴,85,0.95200000000000007
14,61,35~188,40,2017-02,84,良,绍兴,84,0.93900000000000006
14,51,46~165,41,2017-03,77,良,绍兴,75,0.81299999999999994
15,43,51~148,36,2017-04,78,良,绍兴,95,0.98699999999999999
14,38,38~202,27,2017-05,63,轻度污染,绍兴,101,0.76500000000000001
11,28,25~175,21,2017-06,40,良,绍兴,67,0.85999999999999999
11,26,30~201,16,2017-07,43,良,绍兴,81,0.77400000000000002
8,28,30~134,17,2017-08,42,良,绍兴,77,0.70999999999999996
10,33,37~150,27,2017-09,52,良,绍兴,73,0.81700000000000006
11,34,27~90,35,2017-10,60,良,绍兴,58,0.93200000000000005
11,54,32~135,50,2017-11,90,良,绍兴,79,0.83999999999999997
16,81,56~250,61,2017-12,130,轻度污染,绍兴,109,1.0840000000000001
12,71,36~204,50,2018-01,101,良,绍兴,99,1.1059999999999999
10,58,27~168,35,2018-02,87,良,绍兴,81,1.05
7,46,31~124,37,2018-03,70,良,绍兴,70,0.82900000000000007
9,58,97~99,48,2018-04,106,良,绍兴,98,0.75
63,132,22~324,61,2013-12,135,中度污染,衢州,170,1.2
42,118,60~290,60,2014-01,101,中度污染,衢州,154,1.0309999999999999
25,58,20~149,39,2014-02,65,良,衢州,79,0.625
29,64,34~153,28,2014-03,85,良,衢州,87,0.69700000000000006
24,64,29~143,30,2014-04,90,良,衢州,87,0.87
21,54,37~150,25,2014-05,84,良,衢州,77,0.64500000000000002
19,48,26~161,28,2014-06,71,良,衢州,80,0.54100000000000004
19,35,28~107,24,2014-07,54,良,衢州,62,0.59399999999999997
19,35,20~94,25,2014-08,53,良,衢州,54,0.748
19,41,23~99,23,2014-09,63,良,衢州,59,0.68700000000000006
26,50,49~110,38,2014-10,85,良,衢州,72,0.73499999999999999
24,50,25~118,41,2014-11,82,良,衢州,70,1.1699999999999999
43,56,51~116,52,2014-12,105,良,衢州,80,1.284
35,68,22~230,49,2015-01,106,良,衢州,92,1.6230000000000002
14,50,48~129,26,2015-02,91,良,衢州,78,1.5859999999999999
17,37,29~96,31,2015-03,66,良,衢州,61,1.1479999999999999
25,44,35~131,37,2015-04,71,良,衢州,79,0.76700000000000002
21,47,39~125,30,2015-05,66,良,衢州,78,0.89000000000000001
15,29,32~88,20,2015-06,41,良,衢州,51,0.78299999999999992
17,27,29~98,19,2015-07,40,良,衢州,60,0.65799999999999992
22,35,28~136,26,2015-08,52,良,衢州,67,0.75800000000000001
19,41,34~135,30,2015-09,59,良,衢州,78,0.78700000000000003
20,47,32~126,34,2015-10,72,良,衢州,75,0.85499999999999998
17,34,29~92,35,2015-11,51,良,衢州,55,1.177
20,53,43~137,44,2015-12,83,良,衢州,77,1.3840000000000001
16,51,38~168,42,2016-01,76,良,衢州,75,1.216
13,56,40~218,28,2016-02,86,良,衢州,81,0.872
21,60,42~168,45,2016-03,90,良,衢州,85,0.91599999999999993
14,38,39~109,34,2016-04,55,良,衢州,65,0.84999999999999998
15,39,32~134,30,2016-05,57,良,衢州,68,0.94499999999999995
17,29,27~93,22,2016-06,46,良,衢州,56,0.77700000000000002
16,26,30~106,20,2016-07,45,良,衢州,55,0.56100000000000005
13,27,35~110,22,2016-08,48,良,衢州,66,0.60299999999999998
11,33,19~106,25,2016-09,52,良,衢州,60,0.623
12,33,28~97,30,2016-10,48,良,衢州,52,0.79700000000000004
18,48,32~152,41,2016-11,69,良,衢州,70,1.097
20,63,44~142,50,2016-12,92,良,衢州,86,1.081
14,59,39~202,40,2017-01,88,良,衢州,85,1.0349999999999999
16,53,33~124,39,2017-02,78,良,衢州,75,0.82099999999999995
17,40,40~129,38,2017-03,64,良,衢州,63,0.81299999999999994
19,40,33~104,36,2017-04,67,良,衢州,73,0.66000000000000003
17,38,42~145,29,2017-05,61,良,衢州,80,0.63900000000000001
9,25,25~83,24,2017-06,39,优,衢州,47,0.57999999999999996
14,28,29~141,23,2017-07,48,良,衢州,59,0.54799999999999993
11,25,34~80,22,2017-08,40,良,衢州,52,0.60999999999999999
10,30,37~133,26,2017-09,49,良,衢州,72,0.67000000000000004
13,37,33~110,33,2017-10,59,良,衢州,64,0.74199999999999999
14,57,33~142,44,2017-11,82,良,衢州,80,0.89000000000000001
15,73,38~162,52,2017-12,107,良,衢州,99,0.95499999999999996
14,51,29~201,43,2018-01,70,良,衢州,75,0.89000000000000001
10,48,23~147,28,2018-02,70,良,衢州,70,0.76800000000000002
10,34,34~89,37,2018-03,54,良,衢州,60,0.7609999999999999
12,44,60~90,39,2018-04,69,良,衢州,75,0.80000000000000004
54,136,81~262,74,2013-12,143,中度污染,长沙,177,1.6319999999999999
45,161,70~356,69,2014-01,129,重度污染,长沙,204,1.76
22,77,19~222,34,2014-02,58,轻度污染,长沙,102,1.4709999999999999
24,65,40~156,41,2014-03,85,良,长沙,88,1.2770000000000001
20,61,35~145,40,2014-04,84,良,长沙,84,1.0700000000000001
20,65,30~156,34,2014-05,106,良,长沙,92,0.98699999999999999
16,73,29~311,29,2014-06,94,良,长沙,98,0.97299999999999998
16,48,37~116,30,2014-07,79,良,长沙,69,0.83900000000000008
17,47,30~120,27,2014-08,69,良,长沙,69,0.82900000000000007
18,51,23~134,31,2014-09,73,良,长沙,72,0.95700000000000007
24,99,24~299,44,2014-10,124,轻度污染,长沙,129,1.071
26,74,41~299,46,2014-11,80,良,长沙,99,1.097
34,78,62~240,56,2014-12,91,轻度污染,长沙,105,0.96499999999999997
34,115,27~257,61,2015-01,104,中度污染,长沙,150,1.3
25,91,19~217,42,2015-02,93,轻度污染,长沙,120,1.181
18,55,27~200,38,2015-03,69,良,长沙,75,1.103
19,49,28~122,37,2015-04,74,良,长沙,70,0.91000000000000003
18,60,43~206,28,2015-05,78,良,长沙,84,0.89000000000000001
16,31,26~84,24,2015-06,51,良,长沙,51,0.75
12,38,34~120,25,2015-07,56,良,长沙,64,0.71900000000000008
15,40,29~131,24,2015-08,61,良,长沙,76,0.67099999999999993
15,51,40~130,29,2015-09,77,良,长沙,86,0.80700000000000005
18,69,33~156,47,2015-10,107,良,长沙,97,0.90599999999999992
14,44,32~107,41,2015-11,62,良,长沙,63,1.113
17,77,40~234,46,2015-12,104,轻度污染,长沙,106,1.0390000000000001
18,82,57~220,46,2016-01,101,轻度污染,长沙,111,1.248
21,71,39~262,36,2016-02,102,良,长沙,98,1.028
19,70,33~175,49,2016-03,103,良,长沙,95,1.0390000000000001
14,45,33~105,39,2016-04,70,良,长沙,69,0.94999999999999996
14,40,34~113,34,2016-05,66,良,长沙,66,0.82900000000000007
15,33,36~125,26,2016-06,53,良,长沙,66,0.80000000000000004
15,31,23~156,26,2016-07,56,良,长沙,64,0.77400000000000002
14,37,46~128,27,2016-08,64,良,长沙,75,0.78400000000000003
17,53,32~163,35,2016-09,84,良,长沙,95,0.83999999999999997
12,43,25~130,32,2016-10,61,良,长沙,65,0.90000000000000002
14,55,23~145,43,2016-11,82,良,长沙,77,1.0800000000000001
18,84,40~212,61,2016-12,109,轻度污染,长沙,112,1.248
16,99,49~334,46,2017-01,120,轻度污染,长沙,131,1.2869999999999999
16,64,32~176,48,2017-02,85,良,长沙,87,1.0109999999999999
12,49,33~223,49,2017-03,73,良,长沙,77,0.97400000000000009
13,41,35~113,41,2017-04,72,良,长沙,73,0.89300000000000002
11,43,44~165,37,2017-05,79,良,长沙,94,0.84499999999999997
9,25,33~138,26,2017-06,41,良,长沙,57,0.82299999999999995
13,26,24~125,24,2017-07,50,良,长沙,64,0.70599999999999996
12,24,35~125,24,2017-08,45,良,长沙,60,0.69400000000000006
11,36,32~165,30,2017-09,59,良,长沙,75,0.78299999999999992
11,46,23~179,35,2017-10,62,良,长沙,69,0.7609999999999999
15,87,44~232,56,2017-11,102,轻度污染,长沙,117,1.0029999999999999
16,89,67~212,61,2017-12,102,轻度污染,长沙,119,1.081
12,79,32~288,46,2018-01,64,轻度污染,长沙,106,1.0900000000000001
12,72,42~221,37,2018-02,93,良,长沙,99,1.0070000000000001
12,50,30~143,43,2018-03,71,良,长沙,74,0.871
17,76,85~118,57,2018-04,113,轻度污染,长沙,102,1.2
49,135,23~461,73,2013-12,190,中度污染,宁波,169,1.6569999999999998
28,75,36~243,55,2014-01,112,轻度污染,宁波,103,1.371
19,48,26~119,40,2014-02,62,良,宁波,67,1.157
21,46,29~133,45,2014-03,73,良,宁波,70,0.95799999999999996
19,42,41~134,44,2014-04,65,良,宁波,70,1.0170000000000001
19,47,34~174,35,2014-05,82,良,宁波,88,0.95799999999999996
15,32,38~132,29,2014-06,51,良,宁波,63,0.93299999999999994
12,29,21~108,25,2014-07,48,良,宁波,52,0.69400000000000006
19,29,25~92,29,2014-08,45,良,宁波,53,0.79000000000000004
23,32,23~115,32,2014-09,49,良,宁波,59,0.78000000000000003
25,39,46~131,40,2014-10,70,良,宁波,71,0.76500000000000001
28,55,38~176,54,2014-11,84,良,宁波,76,0.98999999999999999
36,73,51~145,66,2014-12,123,良,宁波,100,1.1000000000000001
27,81,37~244,60,2015-01,121,轻度污染,宁波,109,1.135
14,60,32~172,42,2015-02,88,良,宁波,85,0.92500000000000004
14,38,34~95,46,2015-03,60,良,宁波,62,0.78099999999999992
15,42,43~135,45,2015-04,72,良,宁波,80,0.77000000000000002
13,31,47~123,34,2015-05,53,良,宁波,74,0.70999999999999996
11,30,36~137,33,2015-06,47,良,宁波,64,0.79700000000000004
10,23,31~120,26,2015-07,37,良,宁波,63,0.67099999999999993
12,27,25~122,25,2015-08,42,良,宁波,66,0.755
15,33,28~167,36,2015-09,51,良,宁波,83,0.84299999999999997
18,43,42~140,47,2015-10,75,良,宁波,77,0.877
15,47,34~142,55,2015-11,69,良,宁波,74,1.1299999999999999
21,79,57~234,63,2015-12,120,轻度污染,宁波,108,1.252
18,62,35~198,55,2016-01,97,良,宁波,92,1.0390000000000001
14,47,37~125,35,2016-02,75,良,宁波,71,0.81400000000000006
13,41,42~117,43,2016-03,71,良,宁波,69,0.71900000000000008
13,37,49~146,43,2016-04,62,良,宁波,76,0.78000000000000003
12,41,39~150,38,2016-05,64,良,宁波,83,0.80599999999999994
10,26,36~117,30,2016-06,39,良,宁波,63,0.69700000000000006
9,24,22~127,24,2016-07,40,良,宁波,63,0.63900000000000001
11,20,22~133,21,2016-08,35,良,宁波,65,0.61299999999999999
13,30,20~127,32,2016-09,48,良,宁波,66,0.70999999999999996
12,28,30~100,37,2016-10,49,良,宁波,56,0.752
14,45,32~129,51,2016-11,72,良,宁波,71,0.84699999999999998
16,61,40~147,61,2016-12,93,良,宁波,91,1.052
11,45,34~109,44,2017-01,66,良,宁波,68,0.84200000000000008
12,48,35~144,41,2017-02,68,良,宁波,71,0.78599999999999992
12,44,49~124,47,2017-03,69,良,宁波,76,0.72599999999999998
11,42,58~133,43,2017-04,72,良,宁波,88,0.80000000000000004
9,29,38~155,30,2017-05,55,良,宁波,78,0.66099999999999992
8,29,39~140,33,2017-06,45,良,宁波,65,0.79299999999999993
8,23,23~175,24,2017-07,39,良,宁波,73,0.67400000000000004
6,24,22~146,21,2017-08,38,良,宁波,72,0.68700000000000006
8,23,38~127,28,2017-09,38,良,宁波,61,0.71299999999999997
10,24,34~98,29,2017-10,45,良,宁波,56,0.69700000000000006
12,45,39~144,56,2017-11,76,良,宁波,77,0.89000000000000001
16,68,57~269,65,2017-12,108,良,宁波,98,1.0349999999999999
13,54,30~203,53,2018-01,77,良,宁波,84,0.94200000000000006
11,47,36~192,35,2018-02,71,良,宁波,72,0.86099999999999999
9,33,34~87,33,2018-03,50,良,宁波,56,0.71599999999999997
9,35,60~66,22,2018-04,76,良,宁波,63,0.59999999999999998
41,111,30~204,63,2013-12,162,轻度污染,南宁,148,1.577
35,112,66~250,57,2014-01,162,轻度污染,南宁,147,1.5319999999999998
15,52,24~157,34,2014-02,72,良,南宁,72,1.2250000000000001
15,49,33~116,40,2014-03,78,良,南宁,69,1.306
14,38,41~94,32,2014-04,70,良,南宁,61,1.1599999999999999
13,33,35~95,29,2014-05,64,良,南宁,61,1.0740000000000001
13,29,29~125,26,2014-06,57,良,南宁,57,0.93700000000000006
12,21,19~69,25,2014-07,47,优,南宁,44,0.82900000000000007
11,21,27~90,27,2014-08,53,良,南宁,50,0.77099999999999991
12,33,27~108,29,2014-09,63,良,南宁,56,0.85999999999999999
18,70,41~167,44,2014-10,113,良,南宁,95,1.0129999999999999
15,49,22~147,41,2014-11,84,良,南宁,71,0.95999999999999996
24,71,29~182,50,2014-12,120,良,南宁,97,1.0649999999999999
18,71,30~207,46,2015-01,112,良,南宁,96,1.165
13,73,35~211,36,2015-02,97,良,南宁,99,1.1000000000000001
10,39,23~115,30,2015-03,59,良,南宁,56,1.0029999999999999
13,43,33~112,31,2015-04,82,良,南宁,68,0.94700000000000006
9,28,32~79,25,2015-05,56,良,南宁,53,0.82900000000000007
8,19,28~56,21,2015-06,43,优,南宁,43,0.69700000000000006
11,29,19~106,26,2015-07,57,良,南宁,53,0.79000000000000004
13,34,24~98,29,2015-08,68,良,南宁,58,0.80299999999999994
11,29,27~89,27,2015-09,53,优,南宁,49,0.90300000000000002
18,53,33~127,41,2015-10,105,良,南宁,79,1.0390000000000001
13,34,33~92,34,2015-11,61,良,南宁,56,1.0429999999999999
15,41,31~128,38,2015-12,67,良,南宁,62,1.0029999999999999
13,43,35~110,40,2016-01,70,良,南宁,63,1.216
16,60,28~285,32,2016-02,89,良,南宁,82,1.014
12,47,40~113,38,2016-03,80,良,南宁,68,1.0549999999999999
9,38,37~103,29,2016-04,66,良,南宁,61,0.91299999999999992
10,27,34~89,26,2016-05,54,良,南宁,52,0.82900000000000007
8,17,27~64,22,2016-06,37,优,南宁,43,0.72299999999999998
9,19,23~75,21,2016-07,41,优,南宁,40,0.69400000000000006
10,27,23~91,26,2016-08,49,优,南宁,49,0.752
14,39,25~101,31,2016-09,66,良,南宁,62,0.79299999999999993
15,36,29~94,32,2016-10,62,良,南宁,59,0.85199999999999998
13,29,27~75,35,2016-11,51,优,南宁,49,0.89000000000000001
19,57,38~130,50,2016-12,91,良,南宁,79,1.0740000000000001
14,59,30~186,39,2017-01,84,良,南宁,82,1.2350000000000001
15,47,35~120,31,2017-02,67,良,南宁,67,1.1140000000000001
11,33,29~95,35,2017-03,52,良,南宁,53,1.1899999999999999
11,32,37~89,32,2017-04,57,良,南宁,55,1.0229999999999999
9,28,30~91,34,2017-05,50,良,南宁,51,0.93500000000000005
8,19,28~70,27,2017-06,38,优,南宁,41,0.90300000000000002
8,23,24~92,28,2017-07,43,优,南宁,44,0.96799999999999997
8,19,27~85,28,2017-08,39,优,南宁,43,0.93900000000000006
9,24,30~77,30,2017-09,45,优,南宁,49,0.95700000000000007
11,35,30~119,34,2017-10,58,良,南宁,59,1.016
12,48,33~128,46,2017-11,76,良,南宁,71,1.1399999999999999
19,58,43~150,55,2017-12,86,良,南宁,82,1.194
14,54,33~172,51,2018-01,82,良,南宁,80,1.294
12,52,28~144,36,2018-02,72,良,南宁,73,1.1040000000000001
11,40,42~95,40,2018-03,65,良,南宁,64,1.0
15,46,83~92,47,2018-04,83,良,南宁,88,1.05
26,51,24~115,45,2013-12,94,良,昆明,75,1.3630000000000002
27,44,42~110,41,2014-01,76,良,昆明,66,1.294
22,28,29~71,28,2014-02,53,优,昆明,50,1.046
28,46,45~102,40,2014-03,92,良,昆明,72,1.1059999999999999
22,51,58~104,39,2014-04,97,良,昆明,77,1.3230000000000002
16,29,46~83,30,2014-05,61,良,昆明,58,1.071
14,22,27~59,28,2014-06,42,优,昆明,44,1.02
14,22,17~79,29,2014-07,45,优,昆明,45,0.86499999999999999
18,22,24~78,29,2014-08,44,优,昆明,44,0.72599999999999998
19,22,22~64,30,2014-09,47,优,昆明,46,0.80000000000000004
21,36,35~85,34,2014-10,71,良,昆明,61,1.119
16,27,27~74,32,2014-11,61,良,昆明,55,1.0900000000000001
20,40,51~101,37,2014-12,73,良,昆明,63,1.3230000000000002
21,34,23~82,37,2015-01,60,良,昆明,55,1.3230000000000002
19,31,37~69,27,2015-02,53,良,昆明,51,1.032
21,38,43~126,31,2015-03,67,良,昆明,61,1.0900000000000001
18,33,37~89,28,2015-04,62,良,昆明,57,0.98999999999999999
18,30,30~88,24,2015-05,59,良,昆明,60,0.81000000000000005
12,19,25~65,19,2015-06,36,优,昆明,40,0.73999999999999999
16,30,31~125,28,2015-07,55,良,昆明,66,0.69999999999999996
15,22,27~106,26,2015-08,43,优,昆明,46,0.79400000000000004
13,23,32~62,27,2015-09,46,优,昆明,45,0.82700000000000007
19,29,29~82,31,2015-10,60,良,昆明,55,0.81599999999999995
20,26,32~87,32,2015-11,58,良,昆明,53,0.98299999999999998
16,33,32~90,33,2015-12,61,良,昆明,55,1.365
18,31,36~86,33,2016-01,59,良,昆明,54,0.97099999999999997
15,39,42~89,22,2016-02,60,良,昆明,61,1.248
17,37,42~92,25,2016-03,68,良,昆明,64,1.4419999999999999
19,32,50~83,24,2016-04,63,良,昆明,65,1.22
15,26,28~92,23,2016-05,51,良,昆明,59,0.877
15,15,23~100,21,2016-06,34,优,昆明,44,0.85699999999999998
18,17,22~66,21,2016-07,38,优,昆明,38,0.77099999999999991
18,23,28~92,27,2016-08,45,优,昆明,50,0.71599999999999997
16,28,28~70,28,2016-09,52,良,昆明,51,0.77700000000000002
15,27,33~83,32,2016-10,60,良,昆明,54,0.89700000000000002
16,26,36~86,37,2016-11,67,良,昆明,58,0.94999999999999996
18,36,45~112,40,2016-12,82,良,昆明,66,1.097
15,26,41~80,32,2017-01,60,良,昆明,55,0.94200000000000006
15,35,47~77,33,2017-02,69,良,昆明,60,0.879
17,39,37~86,39,2017-03,83,良,昆明,67,1.0129999999999999
13,32,39~92,30,2017-04,69,良,昆明,63,1.0129999999999999
14,28,41~110,29,2017-05,66,良,昆明,69,0.93500000000000005
12,17,28~90,24,2017-06,41,优,昆明,49,0.76300000000000001
16,21,28~84,29,2017-07,43,优,昆明,46,0.72299999999999998
16,20,25~74,28,2017-08,42,优,昆明,43,0.745
14,20,29~70,27,2017-09,44,优,昆明,44,0.81000000000000005
12,22,24~79,31,2017-10,46,优,昆明,46,0.91599999999999993
19,38,38~98,40,2017-11,74,良,昆明,63,1.097
17,44,45~133,42,2017-12,79,良,昆明,68,1.113
16,33,39~83,37,2018-01,65,良,昆明,59,1.006
