co,pm10,grade,o3,date,so2,pm25,city_name,aqi,no2
0.8,88,轻度污染,197,2018-06-01,6,50,合肥,134,52
0.9,106,中度污染,236,2018-06-02,12,70,合肥,171,52
1.1,107,中度污染,228,2018-06-03,11,68,合肥,163,78
1.2,119,中度污染,227,2018-06-04,12,69,合肥,162,81
0.9,88,良,139,2018-06-05,6,55,合肥,83,53
0.7,66,轻度污染,167,2018-06-06,6,38,合肥,107,38
0.8,66,良,136,2018-06-07,6,34,合肥,80,38
0.9,81,轻度污染,201,2018-06-08,11,48,合肥,138,37
